case_name,sent_text,label,hdr_title,hdr_match,hdr_group,y_labelled
ECLI:NL:GHDHA:2016:706.txt,Evenmin beschikt het hof over stukken waaruit kan worden opgemaakt welk eventueel saldo de bankrekening tot [datum] had en welk saldo nadien daarop is gekomen.,beoordeling,Inhoudelijke beoordeling,1,Beoordeling,1
ECLI:NL:GHDHA:2016:706.txt,"Het hof is derhalve van oordeel dat de vrouw haar stelling niet heeft aangetoond noch aannemelijk heeft gemaakt en zal het verzoek van de vrouw, als onvoldoende onderbouwd, afwijzen.",beoordeling,Inhoudelijke beoordeling,1,Beoordeling,1
ECLI:NL:GHDHA:2016:706.txt,De man heeft verzocht de verdeling van de huwelijksgoederengemeenschap te bevelen en deze van deze procedure af te splitsen conform hoofdstuk 9 van het procesreglement.,proceshandelingen,Inhoudelijke beoordeling,1,Beoordeling,1
ECLI:NL:GHDHA:2016:706.txt,"Ter zitting bij het hof heeft hij nog verzocht om, met een beroep op artikel 1.4.7 van het procesreglement verzoekschriftprocedures gerechtshoven, stukken betreffende de verdeling van de huwelijksgoederengemeenschap over te mogen leggen.",proceshandelingen,Inhoudelijke beoordeling,1,Beoordeling,1
ECLI:NL:GHDHA:2016:706.txt,Het beroep van de man op artikel 1.4.7 van het procesreglement verzoekschriftprocedures gerechtshoven zal het hof afwijzen.,beoordeling,Inhoudelijke beoordeling,1,Beoordeling,1
ECLI:NL:GHDHA:2016:706.txt,Naar het oordeel van het hof heeft de man niet voldaan aan zijn stelplicht door na te laten stukken betreffende de verdeling over te leggen en zijn verzoek te onderbouwen.,beoordeling,Inhoudelijke beoordeling,1,Beoordeling,1
ECLI:NL:GHDHA:2016:706.txt,"Daarnaast heeft hij, mede gelet op de duur van de onderhavige procedure, voldoende gelegenheid gehad om deze stukken te overleggen.",beoordeling,Inhoudelijke beoordeling,1,Beoordeling,1
ECLI:NL:GHDHA:2016:706.txt,Dat hij dit niet heeft gedaan dient voor zijn rekening en risico te komen.,beoordeling,Inhoudelijke beoordeling,1,Beoordeling,1
ECLI:NL:GHDHA:2016:706.txt,Het hof zal het verzoek van de man afwijzen.,beoordeling,Inhoudelijke beoordeling,1,Beoordeling,1
ECLI:NL:GHDHA:2016:706.txt,Het hof merkt nog op dat de verwijzing door de man naar hoofdstuk 9 van het procesreglement ziet op het procesreglement verzoekschriftprocedures van de rechtbanken en dat is in deze procedure niet van toepassing.,beoordeling,Inhoudelijke beoordeling,1,Beoordeling,1
ECLI:NL:GHDHA:2016:706.txt,Het procesreglement van de gerechtshoven kent hierover een andere regeling.,beoordeling,Inhoudelijke beoordeling,1,Beoordeling,1
ECLI:NL:GHDHA:2016:706.txt,Gelet op de familierechtelijke aard van de procedure zal het hof de proceskosten in hoger beroep compenseren.,None,Inhoudelijke beoordeling,1,Beoordeling,0
ECLI:NL:GHDHA:2016:706.txt,Dit leidt tot de volgende beslissing.,None,Inhoudelijke beoordeling,1,Beoordeling,0
ECLI:NL:GHDHA:2016:706.txt,"BESLISSING OP HET HOGER BEROEP Het hof: spreekt tussen partijen, op [datum] 1993 in [woonplaats 2], Turkije, gehuwd, de echtscheiding uit; bepaalt dat vanaf de datum van ontbinding van het huwelijk het gezag over de minderjarigen: - [naam minderjarige 1], geboren op [geboortedag 3] 1998 in Turkije, en - [naam minderjarige 2], geboren op [geboortedag 4] 2003 te Delft, voortaan alleen aan de vrouw toekomt; draagt de griffier van het hof op onverwijld van deze beslissing mededeling te doen aan de griffier van de rechtbank Rotterdam; bepaalt de door de man aan de vrouw te betalen bijdrage in de kosten van verzorging en opvoeding van de minderjarigen met ingang van de datum waarop de echtscheidingsbeschikking zal zijn ingeschreven in de registers van de burgerlijke stand op [geld]- per maand per kind, bij vooruitbetaling te voldoen; bepaalt de uitkering tot levensonderhoud van de vrouw ten laste van de man, met ingang van de datum waarop de echtscheidingsbeschikking zal zijn ingeschreven in de registers van de burgerlijke stand, op [geld]- per maand, wat de na heden te verschijnen termijnen betreft bij vooruitbetaling te voldoen; verklaart deze beschikking tot zover uitvoerbaar bij voorraad; compenseert de kosten van het geding in hoger beroep aldus dat iedere partij de eigen kosten draagt; bekrachtigt de bestreden beschikking voor zover het de compensatie van de proceskosten betreft; wijst het in hoger beroep meer of anders verzochte af.",None,Inhoudelijke beoordeling,1,Beoordeling,0
ECLI:NL:GHDHA:2016:706.txt,"Deze beschikking is gegeven door [naam], [naam], [naam], bijgestaan door [naam] Zeggeren als griffier, en uitgesproken ter openbare terechtzitting van [datum]",None,Inhoudelijke beoordeling,1,Beoordeling,0
ECLI:NL:GHSHE:2021:1091.txt,"De Hoge Raad heeft in zijn voornoemde arrest onder 2.1 de feiten vastgesteld, waar het hof van uit gaat.",None,De beoordeling,1,Beoordeling,0
ECLI:NL:GHSHE:2021:1091.txt,Het gaat kort samengevat om het volgende.,None,De beoordeling,1,Beoordeling,0
ECLI:NL:GHSHE:2021:1091.txt,[appellante] heeft in 2017 bij een instelling van bijzonder onderwijs eindexamen VWO gedaan.,materiele feiten,De beoordeling,1,Beoordeling,1
ECLI:NL:GHSHE:2021:1091.txt,Zij heeft bij het centraal schriftelijk examen Frans een bepaald antwoord gegeven.,materiele feiten,De beoordeling,1,Beoordeling,1
ECLI:NL:GHSHE:2021:1091.txt,Dit antwoord is afgekeurd in overeenstemming met het correctievoorschrift.,materiele feiten,De beoordeling,1,Beoordeling,1
ECLI:NL:GHSHE:2021:1091.txt,Het College heeft later besloten dat haar antwoord toch goed had moeten worden gereken,materiele feiten,De beoordeling,1,Beoordeling,1
ECLI:NL:GHSHE:2021:1091.txt,Het College heeft bij deze stand van zaken besloten een compenserende maatregel te treffen via de zogenoemde normeringster,materiele feiten,De beoordeling,1,Beoordeling,1
ECLI:NL:GHSHE:2021:1091.txt,"[appellante] heeft, ook na de door het College toegekende compensatie, te weinig punten behaald voor haar diploma VWO.",materiele feiten,De beoordeling,1,Beoordeling,1
ECLI:NL:GHSHE:2021:1091.txt,"In het kort geding in eerste aanleg heeft [appellante] gevorderd, beknopt weergegeven, om de Staat (het College) op te dragen: - om haar, op de door [appellante] gewenste wijze, in de toestand te brengen waarin zij verkeerd zou hebben indien haar antwoord zou zijn goedgekeurd; - met als resultaat dat de directeur van de school haar op uiterlijk [datum] een VWO diploma zal uitreiken; op straffe van de dwangsom, met veroordeling van de Staat (het College) in de kosten van het geding.",None,De beoordeling,1,Beoordeling,0
ECLI:NL:GHSHE:2021:1091.txt,Zij heeft aan die vordering ten grondslag gelegd dat de Staat (het College) onrechtmatig jegens haar heeft gehandeld door de fout (het afkeuren van haar antwoord) niet op de door haar voorgestane wijze te corrigeren.,None,De beoordeling,1,Beoordeling,0
ECLI:NL:GHSHE:2021:1091.txt,De voorzieningenrechter heeft de vordering van [appellante] afgewezen op de grond dat de Staat (het College) niet onrechtmatig heeft gehande,None,De beoordeling,1,Beoordeling,0
ECLI:NL:GHSHE:2021:1091.txt,[appellante] is in hoger beroep gekomen.,None,De beoordeling,1,Beoordeling,0
ECLI:NL:GHSHE:2021:1091.txt,"Zij heeft in hoger beroep geconcludeerd tot vernietiging van het bestreden vonnis en, samengevat, tot het (alsnog) toewijzen van haar vorderingen.",None,De beoordeling,1,Beoordeling,0
ECLI:NL:GHSHE:2021:1091.txt,"Het hof Arnhem-Leeuwarden heeft het vonnis van de voorzieningenrechter vernietigd en, samengevat, [appellante] niet-ontvankelijk verklaard omdat er voor [appellante] een met voldoende waarborgen omklede rechtsgang bij de bestuursrechter heeft opengestaan.",None,De beoordeling,1,Beoordeling,0
ECLI:NL:GHSHE:2021:1091.txt,De Hoge Raad heeft het arrest van het hof Arnhem-Leeuwarden vernietig,None,De beoordeling,1,Beoordeling,0
ECLI:NL:GHSHE:2021:1091.txt,"De Hoge Raad heeft bepaald, samengevat, dat zowel het door [appellante] bestreden correctievoorschrift als de door haar bestreden normeringsterm van beroep bij de bestuursrechter zijn uitgesloten, zodat de civiele rechter de aangewezen rechtsingang is.",None,De beoordeling,1,Beoordeling,0
ECLI:NL:GHSHE:2021:1091.txt,De Hoge Raad heeft de zaak ter verdere behandeling en beslissing verwezen naar dit hof.,None,De beoordeling,1,Beoordeling,0
ECLI:NL:GHSHE:2021:1091.txt,"[appellante] heeft ter gelegenheid van het pleidooi bij dit hof verklaard dat zij haar diploma VWO “een jaar later”, in de zomer van 2018, via het onderwijs voor volwassenen heeft behaald en dat zij verwacht op korte termijn haar universitaire bachelor te halen.",proceshandelingen,De beoordeling,1,Beoordeling,1
ECLI:NL:GHSHE:2021:1091.txt,"[appellante] heeft ter gelegenheid van het pleidooi verder verklaard dat haar belang in de procedure uit verschillende aspecten bestaat: - duidelijkheid over de rechtsgang voor leerlingen die worden benadeeld; - een inhoudelijk oordeel over het cijfer dat haar had moeten worden toegekend in 2017; - de zekerheid dat leerlingen in de toekomst geen last zullen hebben van dezelfde fouten van het College; - een diploma van de school waar zij zes jaar lang onderwijs heeft gevolgd (in plaats van een diploma via het onderwijs voor volwassenen); - het voornemen in een bodemprocedure schadevergoeding te vorderen, inclusief een vergoeding voor de vertraging, de reistijd, de reiskosten, het sociaal isolement, de onzekerheid en de stress door het afkeuren van haar antwoord, en een vergoeding voor de proceskosten, die intussen aanzienlijk zijn opgelopen.",None,De beoordeling,1,Beoordeling,0
ECLI:NL:GHSHE:2021:1091.txt,Het hof is van oordeel dat het voor kort geding vereiste spoedeisend belang bij deze stand van zaken ontbreekt.,beoordeling,De beoordeling,1,Beoordeling,1
ECLI:NL:GHSHE:2021:1091.txt,De door [appellante] genoemde belangen leveren niet het vereiste spoedeisend belang op voor een onmiddellijke voorziening bij voorraad in kort geding.,beoordeling,De beoordeling,1,Beoordeling,1
ECLI:NL:GHSHE:2021:1091.txt,Dit geldt ook voor het uitvoerige debat tussen partijen over uiteenlopende rekenformules en (vermeende) fouten van het College.,beoordeling,De beoordeling,1,Beoordeling,1
ECLI:NL:GHSHE:2021:1091.txt,"Ook als de standpunten van [appellante] juist zijn, levert dat nu niet meer het voor kort geding vereiste spoedeisend belang op.",beoordeling,De beoordeling,1,Beoordeling,1
ECLI:NL:GHSHE:2021:1091.txt,De vorderingen strekken immers tot het uitreiken van het diploma en [appellante] heeft haar diploma a,beoordeling,De beoordeling,1,Beoordeling,1
ECLI:NL:GHSHE:2021:1091.txt,Binnen het beperkte kader van dit kort geding kan verder alleen een voorlopige voorziening worden verkregen en met name geen rechtvaststellende of declaratoire beslissing met gezag van gewijsde.,beoordeling,De beoordeling,1,Beoordeling,1
ECLI:NL:GHSHE:2021:1091.txt,"Een kort geding leent zich overigens ook niet voor (het hier vereiste) feitenonderzoek, een verklaring of vaststelling voor recht en bovendien is niets gesteld over (een spoedeisend belang bij) een voorschot op schadevergoeding, nog afgezien daarvan dat daartoe strekkende vorderingen ontbreken.",beoordeling,De beoordeling,1,Beoordeling,1
ECLI:NL:GHSHE:2021:1091.txt,Het hof is daarom van oordeel dat het gevorderde moet worden afgewezen en dat het bestreden vonnis dan ook moet worden bekrachtig,beoordeling,De beoordeling,1,Beoordeling,1
ECLI:NL:GHSHE:2021:1091.txt,Het voorgaande betekent dat de grieven verder onbesproken kunnen blijven.,beoordeling,De beoordeling,1,Beoordeling,1
ECLI:NL:GHSHE:2021:1091.txt,Door de bekrachtiging van het bestreden vonnis blijft [appellante] (terecht) de in eerste aanleg in het ongelijk gestelde partij en blijft de proceskostenbeslissing van de voorzieningenrechter uiteraard in stan,None,De beoordeling,1,Beoordeling,0
ECLI:NL:GHSHE:2021:1091.txt,"Als de in beroep in het ongelijk te stellen partij zal het hof [appellante] nu ook veroordelen in de proceskosten van het beroep (zowel van voor als na de verwijzing; voor salaris advocaat, maximaal 3 punten, tarief II ad [geld]-- per punt), te vermeerderen met de wettelijke rente en -zoals gevorderd- uitvoerbaar bij voorraa",None,De beoordeling,1,Beoordeling,0
ECLI:NL:GHSHE:2021:1091.txt,Nu [appellante] geldt als de in het ongelijk te stellen partij zal zij ook in de door de Hoge Raad reeds begrote proceskosten van het cassatieberoep worden veroordee,None,De beoordeling,1,Beoordeling,0
ECLI:NL:GHSHE:2021:1091.txt,"Het hof: bekrachtigt het vonnis waarvan beroep; wijst af het door [appellante] in hoger beroep gevorderde; veroordeelt [appellante] in de proceskosten in cassatie, aan de zijde van de Staat begroot op [geld] aan verschotten en [geld]-- voor salaris advocaat; veroordeelt [appellante] in de proceskosten in hoger beroep, tot op heden aan de zijde van de Staat begroot op [geld]-- voor verschotten, [geld]-- voor salaris advocaat; en bepaalt dat de bedragen van [geld]-- en [geld]-- binnen veertien dagen na de dag van deze uitspraak moeten zijn voldaan, bij gebreke waarvan deze bedragen worden vermeerderd met de wettelijke rente als bedoeld in artikel 6:119 BW daarover vanaf het einde van voormelde termijn tot aan de dag der voldoening; verklaart de hierboven opgenomen proceskostenveroordeling in hoger beroep uitvoerbaar bij voorraa",beslissing,De uitspraak,1,Beslissing,1
ECLI:NL:GHSHE:2021:1091.txt,"Dit arrest is gewezen door [naam], [naam] en [naam] en is in het openbaar uitgesproken door de rolraadsheer op [datum] griffier rolraadsheer",None,De uitspraak,1,Beslissing,0
ECLI:NL:RBAMS:2021:1694.txt,"Op naam van Eikendreef staan sinds eind 2008 bij de Bank twee bankrekeningen, een betaalrekening en een spaarrekening.",materiele feiten,De feiten,1,Feiten,1
ECLI:NL:RBAMS:2021:1694.txt,Mevrouw [naam] (hierna [naam] ) is [functie] van Eikendreef en was in de hierna vermelde relevante periode werkzaam als advocaat; zij heeft haar oudedagsvoorziening ondergebracht op voornoemde spaarrekening van Eikendreef.,materiele feiten,De feiten,1,Feiten,1
ECLI:NL:RBAMS:2021:1694.txt,[naam] maakt bij het bankieren via de rekeningen bij de Bank gebruik van een aan haar verstrekte bankpas en pincode.,materiele feiten,De feiten,1,Feiten,1
ECLI:NL:RBAMS:2021:1694.txt,Daarmee kan zij onder meer met een “random reader” ook wel bekend als een “Rabo Scanner” inloggen in de digitale omgeving van de Bank en betalingen doen.,materiele feiten,De feiten,1,Feiten,1
ECLI:NL:RBAMS:2021:1694.txt,"De Algemene voorwaarden zakelijke bankpas en creditcard van de Rabobank 2015 luiden ( AV van 2015 ), voor zover thans van belang, als volgt: “D Overige bepalingen 17 Verplichtingen van de pashouder 1 De pashouder moet met de pas en de bijbehorende pincode zorgvuldig om gaan en alle redelijke maatregelen nemen om de veiligheid van de pincode en de pas te waarborgen.",None,De feiten,1,Feiten,0
ECLI:NL:RBAMS:2021:1694.txt,Hij moet hierbij ten minste de nader door Rabobank te bepalen voorschriften opvolgen.,None,De feiten,1,Feiten,0
ECLI:NL:RBAMS:2021:1694.txt,Redelijke maatregelen zijn in ieder geval: • de pas altijd opbergen/bewaren op een plaats die voor een ander niet toegankelijk is; • de pincode uit het hoofd leren.,None,De feiten,1,Feiten,0
ECLI:NL:RBAMS:2021:1694.txt,"(...) 4 De pashouder is ten aanzien van de hem toegekende pincode verplicht geheimhouding te betrachten ten opzichte van een ieder - daaronder mede begrepen familieleden, huisgenoten, (mede-)rekeninghouders en gemachtigden (...).",None,De feiten,1,Feiten,0
ECLI:NL:RBAMS:2021:1694.txt,(...) 5 De pashouder is ten aanzien van de hem toegekende pincode verplicht deze veilig te gebruiken.,None,De feiten,1,Feiten,0
ECLI:NL:RBAMS:2021:1694.txt,"De pashouder gebruikt de pincode alleen veilig als: • de pashouder alle nodige voorzorgsmaatregelen treft waardoor anderen de pincode niet kunnen zien, aflezen of op een andere wijze te weten kunnen komen als de pashouder de pincode intoetst op bijvoorbeeld een geld- of betaalautomaat; • de pashouder geen hulp aanvaardt van een ander bij het intoetsen van de pincode; • de pashouder zelf de pincode kiest of wijzigt, de gekozen pincode niet makkelijk te raden is.",None,De feiten,1,Feiten,0
ECLI:NL:RBAMS:2021:1694.txt,"Niet-naleving van het in dit artikel bepaalde door de rekeninghouder en/of de pashouder leidt tot aansprakelijkheid van de rekeninghouder overeenkomstig het bepaalde in het artikel “Aansprakelijkheid van de rekeninghouder” (...). 18 Aansprakelijkheid van de rekeninghouder De rekeninghouder is in de onderstaande gevallen - hoofdelijk - aansprakelijk voor (de gevolgen van) ieder gebruik van de pas, ook na het ontstaan van een verplichting tot inlevering of vernietiging van de pas. a Een rekeninghouder is volledig aansprakelijk in geval van opzet, grove schuld of grove nalatigheid aan de zijde van de rekeninghouder en/of de pashouder, een en ander onverminderd de verplichting van de bank om (het ontstaan van) schade te beperken.",None,De feiten,1,Feiten,0
ECLI:NL:RBAMS:2021:1694.txt,"Er is in ieder geval sprake van opzet, grove schuld of grove nalatigheid aan de zijde van de rekeninghouder en/of de pashouder als de pashouder heeft nagelaten de geheimhouding van de pincode en/of de veiligheid van de pas te waarborgen en als er niet-toegestane betalingstransacties met de pas worden gedaan of onrechtmatig gebruik van de pas wordt gemaakt.",None,De feiten,1,Feiten,0
ECLI:NL:RBAMS:2021:1694.txt,"Verder is er in ieder geval sprake van opzet, grove schuld of grove nalatigheid aan de zijde van de rekeninghouder en/ of de pashouder, als de pashouder niet-toegestane betalingstransacties (heeft) verricht, die zich hebben voorgedaan doordat de pashouder frauduleus heeft gehandeld of opzettelijk of met grove nalatigheid een of meer verplichtingen met betrekking tot de pas niet is nagekomen. b Een rekeninghouder is daarnaast aansprakelijk voor de gevolgen van ieder onbevoegd gebruik vóór het moment van melding door de betreffende pashouder van (een vermoeden van) verlies, diefstal, misbruik of vervalsing van de pas of van de wetenschap of het vermoeden dat de bij de pas behorende pincode aan een derde bekend is, en wel tot een totaalbedrag van honderdvijftig euro ([geld]-) als de pas in combinatie met de bijbehorende pincode is gebruikt.",None,De feiten,1,Feiten,0
ECLI:NL:RBAMS:2021:1694.txt,(...)”,None,De feiten,1,Feiten,0
ECLI:NL:RBAMS:2021:1694.txt,Op enig moment eind 2016 heeft [naam] haar bankpas met pincode ter beschikking gesteld aan een stagiaire die werkzaam was op haar kantoor.,materiele feiten,De feiten,1,Feiten,1
ECLI:NL:RBAMS:2021:1694.txt,Op [datum] omstreeks 08:15 uur is er onbevoegdelijk [geld]- van de betaalrekening van Eikendreef overgemaakt naar de bij ING Bank N.,materiele feiten,De feiten,1,Feiten,1
ECLI:NL:RBAMS:2021:1694.txt,(hierna ING) geadministreerde bankrekening van een natuurlijke persoon (hierna: de geldeze,materiele feiten,De feiten,1,Feiten,1
ECLI:NL:RBAMS:2021:1694.txt,"Diezelfde dag omstreeks 19:17 uur heeft [naam] telefonisch melding gemaakt bij de Bank van het verlies van haar bankpas, waarbij tevens is vermeld dat de pincode bekend was bij een derde.",materiele feiten,De feiten,1,Feiten,1
ECLI:NL:RBAMS:2021:1694.txt,Ten tijde van deze verliesmelding stond er nog [geld]- op de rekening van de geldeze,materiele feiten,De feiten,1,Feiten,1
ECLI:NL:RBAMS:2021:1694.txt,"Genoemd bedrag van [geld]- is nadien als volgt in tranches uitgegeven/opgenomen van de ING-rekening van de geldezel: [datum] 20:41 uur [geld]- Holland Casino [datum] 02:02 uur [geld]- Holland Casino [datum] 11:25 uur [geld]- Gepind bij een ING kantoor [datum] 11:25 uur € 7.900,- Koop Rolex horloge Onbekend wanneer € 750,- Koop Iphone (-) € 1.500,- opbrengst geldeze",None,De feiten,1,Feiten,0
ECLI:NL:RBAMS:2021:1694.txt,"Een e-mail van [datum] om 19.27 uur van de Bank aan [naam] luidt, voor zover hier van belang: “U heeft bij ons een vervangende bankpas aangevraag",None,De feiten,1,Feiten,0
ECLI:NL:RBAMS:2021:1694.txt,(...) Reden vervanging: De pincode is in het bezit van een verkeerd persoon (...) Binnen drie werkdagen wordt uw nieuwe bankpas bezorgd (...).,None,De feiten,1,Feiten,0
ECLI:NL:RBAMS:2021:1694.txt,(...) Uw huidige pas is geblokkeer,None,De feiten,1,Feiten,0
ECLI:NL:RBAMS:2021:1694.txt,(...)”,None,De feiten,1,Feiten,0
ECLI:NL:RBAMS:2021:1694.txt,Op [datum] omstreeks 12:00 uur heeft ING aan de Bank gemeld dat het vermoeden bestond dat sprake was van fraude met de bankrekening van de geldeze,materiele feiten,De feiten,1,Feiten,1
